trialIter,trialID,valid_cue,target_id,soa,cue_type,side,pic_version,pic_category,pic_type,pic_id,cue_category,block,cue_version,pic_file,cue_file
1,60,1,60,.7,label,right,A,bird,hawk,1,bird,0,B,bird_hawk_1,bird_label_B
1,165,0,21,.4,label,right,A,phone,cell,2,guitar,1,A,phone_cell_2,guitar_label_A
1,24,1,24,.5,label,left,A,bird,hawk,1,bird,1,B,bird_hawk_1,bird_label_B
1,92,1,92,.4,label,right,B,phone,rotary,1,phone,1,B,phone_rotary_1,phone_label_B
1,158,0,14,.4,label,right,A,dog,rott,1,motor,1,B,dog_rott_1,motor_label_B
1,189,0,45,.5,label,right,A,phone,cell,2,dog,1,B,phone_cell_2,dog_label_B
1,26,1,26,.5,label,left,A,dog,rott,1,dog,1,A,dog_rott_1,dog_label_A
1,61,1,61,.7,label,right,A,bird,hawk,2,bird,1,A,bird_hawk_2,bird_label_A
1,161,0,17,.4,label,right,A,drum,kit,2,guitar,1,B,drum_kit_2,guitar_label_B
1,199,0,55,.7,label,left,A,guitar,electric,2,motor,1,B,guitar_electric_2,motor_label_B
1,244,0,100,.5,label,left,B,drum,bongo,1,guitar,1,B,drum_bongo_1,guitar_label_B
1,88,1,88,.4,label,right,B,drum,bongo,1,drum,1,B,drum_bongo_1,drum_label_B
1,71,1,71,.7,label,right,A,motor,dirt,2,motor,1,A,motor_dirt_2,motor_label_A
1,14,1,14,.4,label,right,A,dog,rott,1,dog,1,B,dog_rott_1,dog_label_B
1,204,0,60,.7,label,right,A,bird,hawk,1,phone,1,A,bird_hawk_1,phone_label_A
1,77,1,77,.4,label,left,B,drum,bongo,2,drum,1,B,drum_bongo_2,drum_label_B
1,46,1,46,.5,label,right,A,motor,dirt,1,motor,1,A,motor_dirt_1,motor_label_A
1,280,0,136,.7,label,right,B,drum,bongo,1,phone,1,A,drum_bongo_1,phone_label_A
1,62,1,62,.7,label,right,A,dog,rott,1,dog,1,A,dog_rott_1,dog_label_A
1,277,0,133,.7,label,right,B,bird,song,2,motor,1,B,bird_song_2,motor_label_B
1,229,0,85,.4,label,right,B,bird,song,2,phone,1,A,bird_song_2,phone_label_A
1,208,0,64,.7,label,right,A,drum,kit,1,guitar,1,A,drum_kit_1,guitar_label_A
1,132,1,132,.7,label,right,B,bird,song,1,bird,1,A,bird_song_1,bird_label_A
1,221,0,77,.4,label,left,B,drum,bongo,2,dog,1,A,drum_bongo_2,dog_label_A
1,33,1,33,.5,label,left,A,phone,cell,2,phone,1,B,phone_cell_2,phone_label_B
1,10,1,10,.4,label,left,A,motor,dirt,1,motor,1,B,motor_dirt_1,motor_label_B
1,214,0,70,.7,label,right,A,motor,dirt,1,dog,1,B,motor_dirt_1,dog_label_B
1,55,1,55,.7,label,left,A,guitar,electric,2,guitar,1,A,guitar_electric_2,guitar_label_A
1,86,1,86,.4,label,right,B,dog,york,1,dog,1,B,dog_york_1,dog_label_B
1,102,1,102,.5,label,left,B,guitar,acoustic,1,guitar,1,A,guitar_acoustic_1,guitar_label_A
1,22,1,22,.4,label,right,A,motor,dirt,1,motor,1,A,motor_dirt_1,motor_label_A
1,150,0,6,.4,label,left,A,guitar,electric,1,drum,1,B,guitar_electric_1,drum_label_B
1,273,0,129,.7,label,left,B,phone,rotary,2,bird,1,A,phone_rotary_2,bird_label_A
1,169,0,25,.5,label,left,A,bird,hawk,2,phone,1,A,bird_hawk_2,phone_label_A
1,197,0,53,.7,label,left,A,drum,kit,2,motor,1,B,drum_kit_2,motor_label_B
1,134,1,134,.7,label,right,B,dog,york,1,dog,1,A,dog_york_1,dog_label_A
1,105,1,105,.5,label,left,B,phone,rotary,2,phone,1,B,phone_rotary_2,phone_label_B
1,270,0,126,.7,label,left,B,guitar,acoustic,1,dog,1,B,guitar_acoustic_1,dog_label_B
1,16,1,16,.4,label,right,A,drum,kit,1,drum,1,A,drum_kit_1,drum_label_A
1,272,0,128,.7,label,left,B,phone,rotary,1,guitar,1,A,phone_rotary_1,guitar_label_A
1,94,1,94,.4,label,right,B,motor,harley,1,motor,1,B,motor_harley_1,motor_label_B
1,146,0,2,.4,label,left,A,dog,rott,1,guitar,1,B,dog_rott_1,guitar_label_B
1,258,0,114,.5,label,right,B,guitar,acoustic,1,dog,1,B,guitar_acoustic_1,dog_label_B
1,29,1,29,.5,label,left,A,drum,kit,2,drum,1,A,drum_kit_2,drum_label_A
1,59,1,59,.7,label,left,A,motor,dirt,2,motor,1,A,motor_dirt_2,motor_label_A
1,159,0,15,.4,label,right,A,dog,rott,2,drum,1,B,dog_rott_2,drum_label_B
1,286,0,142,.7,label,right,B,motor,harley,1,phone,1,B,motor_harley_1,phone_label_B
1,38,1,38,.5,label,right,A,dog,rott,1,dog,1,A,dog_rott_1,dog_label_A
1,73,1,73,.4,label,left,B,bird,song,2,bird,1,A,bird_song_2,bird_label_A
1,80,1,80,.4,label,left,B,phone,rotary,1,phone,1,B,phone_rotary_1,phone_label_B
1,114,1,114,.5,label,right,B,guitar,acoustic,1,guitar,1,B,guitar_acoustic_1,guitar_label_B
1,163,0,19,.4,label,right,A,guitar,electric,2,motor,1,A,guitar_electric_2,motor_label_A
1,237,0,93,.4,label,right,B,phone,rotary,2,guitar,1,A,phone_rotary_2,guitar_label_A
1,41,1,41,.5,label,right,A,drum,kit,2,drum,1,B,drum_kit_2,drum_label_B
1,30,1,30,.5,label,left,A,guitar,electric,1,guitar,1,B,guitar_electric_1,guitar_label_B
1,259,0,115,.5,label,right,B,guitar,acoustic,2,bird,1,B,guitar_acoustic_2,bird_label_B
1,227,0,83,.4,label,left,B,motor,harley,2,guitar,1,A,motor_harley_2,guitar_label_A
1,248,0,104,.5,label,left,B,phone,rotary,1,bird,1,A,phone_rotary_1,bird_label_A
1,42,1,42,.5,label,right,A,guitar,electric,1,guitar,1,B,guitar_electric_1,guitar_label_B
1,219,0,75,.4,label,left,B,dog,york,2,bird,1,B,dog_york_2,bird_label_B
1,155,0,11,.4,label,left,A,motor,dirt,2,drum,1,A,motor_dirt_2,drum_label_A
1,23,1,23,.4,label,right,A,motor,dirt,2,motor,1,B,motor_dirt_2,motor_label_B
1,179,0,35,.5,label,left,A,motor,dirt,2,dog,1,A,motor_dirt_2,dog_label_A
1,90,1,90,.4,label,right,B,guitar,acoustic,1,guitar,1,B,guitar_acoustic_1,guitar_label_B
1,274,0,130,.7,label,left,B,motor,harley,1,bird,1,A,motor_harley_1,bird_label_A
1,74,1,74,.4,label,left,B,dog,york,1,dog,1,B,dog_york_1,dog_label_B
1,282,0,138,.7,label,right,B,guitar,acoustic,1,bird,1,B,guitar_acoustic_1,bird_label_B
1,7,1,7,.4,label,left,A,guitar,electric,2,guitar,1,B,guitar_electric_2,guitar_label_B
1,249,0,105,.5,label,left,B,phone,rotary,2,dog,1,A,phone_rotary_2,dog_label_A
1,212,0,68,.7,label,right,A,phone,cell,1,guitar,1,B,phone_cell_1,guitar_label_B
1,125,1,125,.7,label,left,B,drum,bongo,2,drum,1,A,drum_bongo_2,drum_label_A
1,1,1,1,.4,label,left,A,bird,hawk,2,bird,1,B,bird_hawk_2,bird_label_B
1,4,1,4,.4,label,left,A,drum,kit,1,drum,1,A,drum_kit_1,drum_label_A
1,238,0,94,.4,label,right,B,motor,harley,1,phone,1,B,motor_harley_1,phone_label_B
1,120,1,120,.7,label,left,B,bird,song,1,bird,1,A,bird_song_1,bird_label_A
1,48,1,48,.7,label,left,A,bird,hawk,1,bird,1,A,bird_hawk_1,bird_label_A
1,148,0,4,.4,label,left,A,drum,kit,1,dog,1,A,drum_kit_1,dog_label_A
1,241,0,97,.5,label,left,B,bird,song,2,guitar,1,A,bird_song_2,guitar_label_A
1,9,1,9,.4,label,left,A,phone,cell,2,phone,1,B,phone_cell_2,phone_label_B
1,113,1,113,.5,label,right,B,drum,bongo,2,drum,1,B,drum_bongo_2,drum_label_B
1,101,1,101,.5,label,left,B,drum,bongo,2,drum,1,B,drum_bongo_2,drum_label_B
1,173,0,29,.5,label,left,A,drum,kit,2,guitar,1,B,drum_kit_2,guitar_label_B
1,253,0,109,.5,label,right,B,bird,song,2,motor,1,A,bird_song_2,motor_label_A
1,287,0,143,.7,label,right,B,motor,harley,2,bird,1,A,motor_harley_2,bird_label_A
1,111,1,111,.5,label,right,B,dog,york,2,dog,1,A,dog_york_2,dog_label_A
1,265,0,121,.7,label,left,B,bird,song,2,guitar,1,A,bird_song_2,guitar_label_A
1,136,1,136,.7,label,right,B,drum,bongo,1,drum,1,A,drum_bongo_1,drum_label_A
1,21,1,21,.4,label,right,A,phone,cell,2,phone,1,B,phone_cell_2,phone_label_B
1,187,0,43,.5,label,right,A,guitar,electric,2,drum,1,B,guitar_electric_2,drum_label_B
1,39,1,39,.5,label,right,A,dog,rott,2,dog,1,B,dog_rott_2,dog_label_B
1,106,1,106,.5,label,left,B,motor,harley,1,motor,1,A,motor_harley_1,motor_label_A
1,19,1,19,.4,label,right,A,guitar,electric,2,guitar,1,B,guitar_electric_2,guitar_label_B
1,276,0,132,.7,label,right,B,bird,song,1,motor,1,B,bird_song_1,motor_label_B
1,261,0,117,.5,label,right,B,phone,rotary,2,dog,1,B,phone_rotary_2,dog_label_B
1,127,1,127,.7,label,left,B,guitar,acoustic,2,guitar,1,B,guitar_acoustic_2,guitar_label_B
1,108,1,108,.5,label,right,B,bird,song,1,bird,1,B,bird_song_1,bird_label_B
1,79,1,79,.4,label,left,B,guitar,acoustic,2,guitar,1,B,guitar_acoustic_2,guitar_label_B
1,47,1,47,.5,label,right,A,motor,dirt,2,motor,1,A,motor_dirt_2,motor_label_A
1,128,1,128,.7,label,left,B,phone,rotary,1,phone,1,B,phone_rotary_1,phone_label_B
1,119,1,119,.5,label,right,B,motor,harley,2,motor,1,B,motor_harley_2,motor_label_B
1,267,0,123,.7,label,left,B,dog,york,2,drum,1,B,dog_york_2,drum_label_B
1,36,1,36,.5,label,right,A,bird,hawk,1,bird,1,B,bird_hawk_1,bird_label_B
1,176,0,32,.5,label,left,A,phone,cell,1,dog,1,A,phone_cell_1,dog_label_A
1,174,0,30,.5,label,left,A,guitar,electric,1,drum,1,A,guitar_electric_1,drum_label_A
1,195,0,51,.7,label,left,A,dog,rott,2,bird,1,A,dog_rott_2,bird_label_A
1,68,1,68,.7,label,right,A,phone,cell,1,phone,1,A,phone_cell_1,phone_label_A
1,166,0,22,.4,label,right,A,motor,dirt,1,drum,1,A,motor_dirt_1,drum_label_A
1,12,1,12,.4,label,right,A,bird,hawk,1,bird,1,B,bird_hawk_1,bird_label_B
1,250,0,106,.5,label,left,B,motor,harley,1,bird,1,A,motor_harley_1,bird_label_A
1,210,0,66,.7,label,right,A,guitar,electric,1,drum,1,B,guitar_electric_1,drum_label_B
1,217,0,73,.4,label,left,B,bird,song,2,drum,1,A,bird_song_2,drum_label_A
1,234,0,90,.4,label,right,B,guitar,acoustic,1,drum,1,A,guitar_acoustic_1,drum_label_A
1,144,0,0,.4,label,left,A,bird,hawk,1,motor,1,A,bird_hawk_1,motor_label_A
1,192,0,48,.7,label,left,A,bird,hawk,1,guitar,1,A,bird_hawk_1,guitar_label_A
1,147,0,3,.4,label,left,A,dog,rott,2,drum,1,B,dog_rott_2,drum_label_B
1,138,1,138,.7,label,right,B,guitar,acoustic,1,guitar,1,B,guitar_acoustic_1,guitar_label_B
1,247,0,103,.5,label,left,B,guitar,acoustic,2,motor,1,B,guitar_acoustic_2,motor_label_B
1,97,1,97,.5,label,left,B,bird,song,2,bird,1,B,bird_song_2,bird_label_B
1,99,1,99,.5,label,left,B,dog,york,2,dog,1,B,dog_york_2,dog_label_B
1,131,1,131,.7,label,left,B,motor,harley,2,motor,1,B,motor_harley_2,motor_label_B
1,149,0,5,.4,label,left,A,drum,kit,2,dog,1,A,drum_kit_2,dog_label_A
1,107,1,107,.5,label,left,B,motor,harley,2,motor,1,A,motor_harley_2,motor_label_A
1,171,0,27,.5,label,left,A,dog,rott,2,bird,1,B,dog_rott_2,bird_label_B
1,44,1,44,.5,label,right,A,phone,cell,1,phone,1,B,phone_cell_1,phone_label_B
1,203,0,59,.7,label,left,A,motor,dirt,2,guitar,1,A,motor_dirt_2,guitar_label_A
1,206,0,62,.7,label,right,A,dog,rott,1,motor,1,A,dog_rott_1,motor_label_A
1,65,1,65,.7,label,right,A,drum,kit,2,drum,1,B,drum_kit_2,drum_label_B
1,268,0,124,.7,label,left,B,drum,bongo,1,phone,1,A,drum_bongo_1,phone_label_A
1,183,0,39,.5,label,right,A,dog,rott,2,motor,1,A,dog_rott_2,motor_label_A
1,116,1,116,.5,label,right,B,phone,rotary,1,phone,1,A,phone_rotary_1,phone_label_A
1,98,1,98,.5,label,left,B,dog,york,1,dog,1,A,dog_york_1,dog_label_A
1,154,0,10,.4,label,left,A,motor,dirt,1,phone,1,A,motor_dirt_1,phone_label_A
1,52,1,52,.7,label,left,A,drum,kit,1,drum,1,B,drum_kit_1,drum_label_B
1,67,1,67,.7,label,right,A,guitar,electric,2,guitar,1,A,guitar_electric_2,guitar_label_A
1,84,1,84,.4,label,right,B,bird,song,1,bird,1,A,bird_song_1,bird_label_A
1,215,0,71,.7,label,right,A,motor,dirt,2,dog,1,B,motor_dirt_2,dog_label_B
1,256,0,112,.5,label,right,B,drum,bongo,1,dog,1,A,drum_bongo_1,dog_label_A
1,186,0,42,.5,label,right,A,guitar,electric,1,motor,1,B,guitar_electric_1,motor_label_B
1,200,0,56,.7,label,left,A,phone,cell,1,bird,1,B,phone_cell_1,bird_label_B
1,233,0,89,.4,label,right,B,drum,bongo,2,motor,1,B,drum_bongo_2,motor_label_B
1,56,1,56,.7,label,left,A,phone,cell,1,phone,1,A,phone_cell_1,phone_label_A
1,220,0,76,.4,label,left,B,drum,bongo,1,motor,1,B,drum_bongo_1,motor_label_B
1,141,1,141,.7,label,right,B,phone,rotary,2,phone,1,B,phone_rotary_2,phone_label_B
1,240,0,96,.5,label,left,B,bird,song,1,motor,1,B,bird_song_1,motor_label_B
1,181,0,37,.5,label,right,A,bird,hawk,2,drum,1,B,bird_hawk_2,drum_label_B
